timestamp,source,repo,branch,commit,pr,run_id,suite,device_id,device_label,device_soc,device_tier,device_api,model_name,model_runtime,model_backend,case,passed,expected_tool,actual_tool,expected_result_mode,actual_result_mode,chip_present,skill_result_present,message_saved,retry_seen,slot_fill_seen,failure_category,failures
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,get_rid_of_all_alarms,False,cancel_alarm,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_alarm', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,set_a_timer_for_2_hours,False,set_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'set_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,start_a_2_hour_timer,False,set_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'set_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,timer_2_hours,False,set_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'set_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,start_a_3_hour_timer,False,set_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'set_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,countdown_2_hours,False,set_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'set_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,cancel_the_timer,False,cancel_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,stop_the_timer,False,cancel_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,turn_off_the_timer,False,cancel_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,dismiss_the_timer,False,cancel_timer,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,what_timers_do_i_have,False,list_timers,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'list_timers', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,show_my_timers,False,list_timers,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'list_timers', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,how_many_timers_are_running,False,list_timers,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'list_timers', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,list_timers,False,list_timers,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'list_timers', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,cancel_the_pasta_timer,False,cancel_timer_named,set_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer_named', got 'set_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,cancel_the_10_minute_timer,False,cancel_timer_named,cancel_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer_named', got 'cancel_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,stop_the_egg_timer,False,cancel_timer_named,cancel_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer_named', got 'cancel_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,dismiss_the_laundry_timer,False,cancel_timer_named,cancel_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'cancel_timer_named', got 'cancel_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,how_long_left_on_my_timer,False,get_timer_remaining,cancel_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_timer_remaining', got 'cancel_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,how_much_time_is_left_on_the_pasta_timer,False,get_timer_remaining,cancel_alarm,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_timer_remaining', got 'cancel_alarm'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,how_long_until_the_timer_goes_off,False,get_timer_remaining,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_timer_remaining', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,whats_the_weather_in_auckland,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,will_it_rain_today,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,how_hot_is_it_outside,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,do_i_need_an_umbrella_today,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,whats_it_like_outside,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,is_it_gonna_rain_tomorrow,False,get_weather,set_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'set_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,temperature_in_wellington,False,get_weather,cancel_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'get_weather', got 'cancel_timer'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,add_milk_to_my_shopping_list,False,add_to_list,cancel_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'add_to_list', got 'cancel_timer'; Missing param item; Missing param list_name"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,put_eggs_on_the_grocery_list,False,add_to_list,cancel_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'add_to_list', got 'cancel_timer'; Missing param item; Missing param list_name"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,add_bread_and_butter_to_my_shopping_list,True,bulk_add_to_list,cancel_timer,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,chuck_milk_on_the_list,False,add_to_list,cancel_timer,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'add_to_list', got 'cancel_timer'; Missing param item"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,chuck_eggs_on_the_grocery_list,False,add_to_list,cancel_timer_named,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'add_to_list', got 'cancel_timer_named'; Missing param item; Missing param list_name"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,pop_coffee_on_my_list,False,add_to_list,cancel_timer_named,direct_reply,direct_reply,False,False,False,False,False,wrong_tool,"intent: expected 'add_to_list', got 'cancel_timer_named'"
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,put_sunscreen_on_the_holiday_list,True,add_to_list,add_to_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,show_my_todo_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,whats_on_my_shopping_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,what_do_i_need_to_get_from_the_shops,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,whats_on_my_grocery_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,show_me_the_shopping_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,read_out_my_holiday_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,read_me_my_grocery_list,True,get_list_items,get_list_items,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,remove_milk_from_my_shopping_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,delete_eggs_from_the_grocery_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,take_milk_off_the_shopping_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,cross_milk_off_the_shopping_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,ive_got_bread_take_it_off_the_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,strike_eggs_off_my_grocery_list,True,remove_from_list,remove_from_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,create_a_list_called_groceries,True,create_list,create_list,direct_reply,direct_reply,False,False,False,False,False,,
2026-06-11T22:11:20Z,on_device,NickMonrad/kernel-ai-assistant,main,295070eead1d92ca871377f06cc4c94b6fabf97b,1299,on_device-2026-06-11T22-11-20Z-s21-exynos,skills,s21-exynos,S21,Exynos 2100,tracked,35,Gemma 4 E-2B,LiteRT,GPU,make_a_new_list_called_holiday_packing,True,create_list,create_list,direct_reply,direct_reply,False,False,False,False,False,,
